52.507,13.302,132
52.507,13.302,132
52.521,13.414,206
52.519,13.435,0
52.518,13.44,0
52.518,13.452,0
52.521,13.459,0
52.446,13.378,0
52.402,13.386,0
52.526,13.263,0
52.514,13.271,0
52.514,13.271,0
52.519,13.3,87
52.509,13.272,90
52.532,13.428,0
52.606,13.314,0
52.595,13.286,0
52.479,13.338,0
52.512,13.453,0
52.512,13.453,0
52.524,13.449,0
52.517,13.454,176
52.517,13.454,176
52.502,13.415,0
52.458,13.223,0
52.511,13.291,0
52.523,13.411,206
52.44,13.602,0
52.499,13.62,0
52.447,13.594,0
52.46,13.572,0
52.5,13.444,0
52.501,13.466,0
52.611,13.296,0
52.388,13.304,0
52.403,13.269,0
52.403,13.269,0
52.391,13.293,0
52.363,13.308,0
52.354,13.307,54
52.354,13.307,54
52.349,13.304,0
52.349,13.304,0
52.358,13.308,0
52.356,13.303,0
52.548,13.429,0
52.561,13.422,0
52.544,13.438,0
52.572,13.429,0
52.418,13.743,0
52.504,13.447,55
52.518,13.412,206
52.509,13.333,0
52.524,13.301,0
52.539,13.295,0
52.312,14.367,0
52.519,13.427,0
52.517,13.409,26
52.51,13.392,0
52.503,13.366,0
52.487,13.357,0
52.483,13.35,0
52.483,13.35,0
52.468,13.394,0
52.556,13.143,0
52.551,13.178,0
52.541,13.203,0
52.528,13.189,0
52.523,13.196,0
52.523,13.196,0
52.525,13.206,0
52.525,13.206,0
52.528,13.227,0
52.542,13.245,0
52.552,13.276,0
52.548,13.271,0
52.568,13.322,0
52.573,13.327,0
52.573,13.327,0
52.57,13.299,0
52.578,13.297,0
52.578,13.297,0
52.59,13.292,0
52.59,13.292,0
52.583,13.296,0
52.589,13.283,0
52.589,13.283,0
52.6,13.266,0
52.619,13.229,0
52.629,13.233,0
52.668,13.282,0
52.668,13.282,0
52.38,13.447,0
52.224,13.441,0
52.47,13.573,0
52.505,13.599,0
52.54,13.441,0
52.565,13.394,133
52.564,13.426,0
52.569,13.404,0
52.499,13.3,0
52.502,13.319,0
52.498,13.297,162
52.369,13.131,0
52.372,13.136,205
52.495,13.268,0
52.512,13.312,0
52.301,12.984,0
52.412,13.505,0
52.448,13.402,0
52.44,13.396,0
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.432,13.412,0
52.441,13.422,0
52.879,12.571,0
52.879,12.571,0
52.876,12.472,0
52.876,12.472,0
52.865,12.492,0
52.865,12.492,0
52.547,13.382,0
52.54,13.512,0
52.566,13.477,0
52.514,13.413,0
52.495,13.464,0
52.518,13.403,0
52.526,13.323,0
52.535,13.309,0
52.527,13.374,0
52.529,13.346,0
52.536,13.352,0
52.554,13.47,0
52.553,13.479,0
52.536,13.474,0
52.554,13.293,40
52.47,13.379,0
52.429,13.527,0
52.46,13.437,0
52.54,13.296,79
52.568,13.211,0
52.618,13.242,0
52.65,13.196,0
52.624,13.204,0
52.515,13.393,0
52.513,13.386,0
52.512,13.385,0
52.509,13.424,0
52.499,13.428,0
52.499,13.428,0
52.637,13.213,0
52.637,13.213,0
52.445,13.373,0
52.451,13.337,0
52.462,13.325,0
52.526,13.341,22
52.53,13.312,0
52.507,13.311,0
52.494,13.461,0
52.485,13.463,0
52.467,13.49,0
52.437,13.539,0
52.432,13.539,0
52.432,13.539,0
52.445,13.522,0
52.476,13.472,0
52.423,13.268,0
52.426,13.277,0
52.548,13.357,0
52.548,13.357,0
52.533,13.345,0
52.474,13.36,0
52.465,13.351,0
52.39,13.513,0
52.399,13.544,0
52.45,13.505,0
52.477,13.319,0
52.482,13.31,0
52.513,13.199,0
52.534,13.041,0
52.61,12.859,0
52.486,13.466,0
52.463,13.492,0
52.462,13.481,0
52.462,13.481,0
52.467,13.485,0
52.488,13.455,0
52.488,13.455,0
52.477,13.471,0
52.47,13.33,15
52.59,13.285,39
52.422,13.812,0
52.574,13.314,0
52.575,13.333,0
52.575,13.333,0
52.561,13.365,0
52.542,13.335,0
52.535,13.305,0
52.495,13.331,24
52.569,13.361,0
52.485,13.372,0
52.485,13.372,0
52.508,13.373,0
52.493,13.371,0
52.515,13.475,20
52.465,13.4,0
52.471,13.385,97
52.501,13.314,152
52.502,13.322,58
52.503,13.339,134
52.506,13.317,0
52.692,13.277,0
52.645,13.3,0
52.589,13.438,0
52.556,13.44,0
52.546,13.468,0
52.513,13.486,0
52.512,13.494,0
52.509,13.558,0
52.461,13.749,0
52.418,13.438,0
52.217,13.466,0
52.217,13.466,0
52.214,13.447,0
52.214,13.447,0
52.451,13.34,0
52.451,13.34,0
52.434,13.501,0
52.424,13.464,0
52.424,13.464,0
52.429,13.442,0
52.429,13.442,0
52.42,13.451,0
52.51,13.385,43
52.51,13.385,43
52.517,13.377,66
52.552,13.367,0
52.576,13.32,0
52.58,13.302,0
52.576,13.331,0
52.556,13.308,0
52.556,13.308,0
52.55,13.313,0
52.561,13.325,0
52.561,13.325,0
52.587,13.334,0
52.587,13.334,0
52.534,13.281,0
52.527,13.217,0
52.537,13.271,0
52.529,13.411,93
52.529,13.411,93
52.589,13.285,39
52.589,13.285,39
52.631,13.281,0
52.534,13.648,0
52.534,13.648,0
52.507,13.564,0
52.511,13.502,0
52.518,13.433,0
52.499,13.4,0
52.499,13.4,0
52.583,13.072,0
52.531,13.432,0
52.532,13.429,0
52.522,13.415,206
52.487,13.424,0
52.48,13.314,0
52.494,13.31,198
52.554,13.293,40
52.538,13.449,0
52.527,13.484,0
52.535,13.44,0
52.542,13.438,0
52.435,13.253,0
52.415,13.209,0
52.409,13.224,0
52.409,13.224,0
52.398,13.519,0
52.463,13.442,0
52.544,13.318,0
52.571,13.305,0
52.614,13.244,0
52.45,13.52,0
52.45,13.52,0
52.424,13.543,0
52.53,13.63,0
52.531,13.68,0
52.536,13.67,0
52.536,13.677,0
52.537,13.635,0
52.534,13.566,0
52.538,13.589,0
52.501,13.395,0
52.511,13.417,171
52.466,13.312,0
52.49,13.314,0
52.49,13.314,0
52.505,13.307,0
52.505,13.307,0
52.502,13.343,104
52.502,13.343,104
52.498,13.362,151
52.592,12.891,0
52.542,13.063,0
52.415,13.517,0
52.419,13.511,0
52.419,13.511,0
52.437,13.562,0
52.456,13.551,0
52.513,13.458,0
52.517,13.441,166
52.526,13.418,0
52.53,13.401,105
52.536,13.384,0
52.541,13.369,85
52.534,13.294,0
52.308,13.312,0
52.308,13.312,0
52.424,13.554,0
52.607,13.211,0
52.607,13.211,0
52.393,13.166,0
52.373,13.304,0
52.381,13.397,0
52.389,13.394,0
