52.4939166667,13.3309166667,55.5250384615,16.369
52.5460625,13.358875,55.5250384615,16.369
52.5061666667,13.3520833333,55.5250384615,16.369
52.512625,13.322125,52.5116666667,13.3143333333
52.5075,13.363,52.463,13.3204
52.5126,13.377,52.4933636364,13.3882727273
52.47,13.3306,52.4262,13.5462
52.5536666667,13.2927777778,52.5294,13.3062
55.5250384615,16.369,52.501,13.346625
52.5075,13.363,52.501,13.346625
52.501,13.346625,52.49975,13.351
52.52032,13.3872,52.5262142857,13.3872142857
52.523,13.434,52.5262142857,13.3872142857
52.5635714286,13.3642857143,52.5264,13.3408
52.47,13.3306,52.4939166667,13.3309166667
52.4886,13.2986,52.4939166667,13.3309166667
52.5067142857,13.3981428571,52.5168571429,13.409
52.5141,13.3487,52.5103076923,13.3805384615
52.52032,13.3872,52.5103076923,13.3805384615
52.5141,13.3487,52.5635714286,13.3642857143
52.492,13.3718,52.5141,13.3487
52.5104375,13.384375,53.5141,14.3487
52.511,13.3963636364,54.5141,15.3487
52.52032,13.3872,52.514,13.412
52.5250384615,13.369,52.5126,13.377
52.4894,13.528,52.447,13.559
60.5250384615,21.369,52.52032,13.3872
52.4933636364,13.3882727273,52.52032,13.3872
52.501,13.346625,52.52032,13.3872
52.5168571429,13.409,52.52032,13.3872
52.5460625,13.358875,52.52032,13.3872
52.461,13.5036666667,52.512625,13.322125
52.502,13.4173333333,52.5415,13.544
52.5172222222,13.3768888889,52.5104375,13.384375
52.4922857143,13.32,52.4965,13.289
52.4939166667,13.3309166667,52.493,13.2922
52.5121111111,13.4891111111,52.493,13.2922
52.5028888889,13.4468888889,52.5128571429,13.4244285714
52.514,13.412,52.5028888889,13.4468888889
52.452,13.452,52.5028888889,13.4468888889
52.5121111111,13.4891111111,52.5028888889,13.4468888889
52.4939166667,13.3309166667,52.4922857143,13.32
52.512625,13.322125,52.511,13.3963636364
52.4922857143,13.32,52.511,13.3963636364
52.5142666667,13.4756,52.5121111111,13.4891111111
52.523,13.434,52.5121111111,13.4891111111
52.5262142857,13.3872142857,52.5404285714,13.412
52.5142666667,13.4756,52.3152,13.602
52.49975,13.351,52.5172222222,13.3768888889
52.5104375,13.384375,52.5172222222,13.3768888889
52.5061666667,13.3520833333,52.5172222222,13.3768888889
54.537,15.3931818182,52.5061666667,13.3520833333
52.5412222222,13.2958888889,52.5061666667,13.3520833333
53.495,14.335,52.5075,13.363
52.52032,13.3872,52.5148461538,13.4193846154
52.5104375,13.384375,52.5148461538,13.4193846154
52.5126,13.377,52.5193333333,13.4013333333
52.5536666667,13.2927777778,52.5412222222,13.2958888889
52.5067142857,13.3981428571,52.5517142857,13.466
52.4939166667,13.3309166667,52.463,13.4442
52.512625,13.322125,52.511,13.2925
52.489625,13.345125,52.4906666667,13.3143333333
52.5536666667,13.2927777778,52.5546,13.29
52.5262142857,13.3872142857,52.54,13.4022
52.5404285714,13.412,52.54,13.4022
53.5126,14.377,52.501,13.442
55.537,16.3931818182,52.5290909091,13.4095454545
53.5250384615,14.369,52.5108125,13.43475
52.5142666667,13.4756,53.5108125,14.43475
52.5142666667,13.4756,52.4703,13.3857
52.5104375,13.384375,52.4703,13.3857
52.5028888889,13.4468888889,52.4703,13.3857
52.4485714286,13.379,52.4703,13.3857
52.5412222222,13.2958888889,52.4703,13.3857
54.5250384615,15.369,52.476,13.3645
52.5460625,13.358875,52.549,13.3896666667
52.5627142857,13.3267142857,52.548,13.2974
52.4485714286,13.379,52.4783333333,13.32
52.4828,13.32,52.4786666667,13.3445333333
52.512625,13.322125,52.5019090909,13.3432727273
52.5262142857,13.3872142857,52.5303846154,13.4006153846
52.512625,13.322125,52.50572,13.33196
52.5121111111,13.4891111111,52.5344444444,13.1956666667
52.512625,13.322125,52.5305,13.3288333333
52.5103076923,13.3805384615,52.509125,13.3759375
52.5141,13.3487,53.509125,14.3759375
52.52032,13.3872,54.509125,15.3759375
52.5104375,13.384375,55.509125,16.3759375
52.519,13.374,56.509125,17.3759375
58.5250384615,19.369,52.505,13.30375
52.495,13.335,52.494,13.3246
53.5116666667,14.3143333333,52.5223333333,13.3784761905
52.52032,13.3872,53.5223333333,14.3784761905
52.512625,13.322125,54.5223333333,15.3784761905
52.5104375,13.384375,55.5223333333,16.3784761905
52.5412222222,13.2958888889,56.5223333333,17.3784761905
52.52032,13.3872,52.4988571429,13.3807142857
52.5028888889,13.4468888889,52.4988571429,13.3807142857
52.4485714286,13.379,52.4988571429,13.3807142857
52.4939166667,13.3309166667,52.499,13.335
52.5412222222,13.2958888889,52.5365,13.434
52.5148461538,13.4193846154,52.507,13.4515
52.5142666667,13.4756,52.4934,13.526
52.5116666667,13.3143333333,52.5068571429,13.3077857143
52.52032,13.3872,53.5068571429,14.3077857143
52.5415,13.544,52.5143333333,13.4061666667
52.4939166667,13.3309166667,52.4976666667,13.3955555556
52.5141,13.3487,53.4976666667,14.3955555556
52.5104375,13.384375,54.4976666667,15.3955555556
52.502,13.4173333333,55.4976666667,16.3955555556
52.502,13.3222,52.507125,13.30225
52.5142666667,13.4756,52.565,13.3936666667
52.502,13.3222,52.502875,13.340125
52.5460625,13.358875,53.502875,14.340125
52.5061666667,13.3520833333,54.502875,15.340125
52.4965,13.289,52.501625,13.276625
52.4939166667,13.3309166667,52.5111111111,13.4013333333
52.5104375,13.384375,52.5111111111,13.4013333333
52.4262,13.5462,52.4596666667,13.4571666667
52.461,13.5036666667,53.4596666667,14.4571666667
52.511,13.3963636364,52.5027272727,13.3751818182
52.5061666667,13.3520833333,52.5027272727,13.3751818182
52.5067142857,13.3981428571,52.5027272727,13.3751818182
52.452,13.452,52.4998571429,13.331
52.502,13.3222,52.4998571429,13.331
52.5168,13.3944,52.517,13.355
52.5128571429,13.4244285714,52.5181666667,13.4289166667
52.5045,13.408,52.5181666667,13.4289166667
52.5412222222,13.2958888889,52.5181666667,13.4289166667
52.501,13.346625,52.5292857143,13.405
52.5172222222,13.3768888889,52.5292857143,13.405
52.501,13.346625,52.498,13.3622
52.5141,13.3487,52.498,13.3622
52.5104375,13.384375,52.498,13.3622
52.5028888889,13.4468888889,52.5215,13.3281666667
52.5404285714,13.412,52.5475,13.413
52.523,13.434,52.4922727273,13.4584545455
52.4894,13.528,52.5171818182,13.4406363636
52.4124,13.3622,52.5171818182,13.4406363636
52.511,13.3963636364,52.5171818182,13.4406363636
52.5075,13.363,52.5171818182,13.4406363636
52.5103076923,13.3805384615,52.5114,13.4167
52.5536666667,13.2927777778,52.543,13.3662
52.5460625,13.358875,53.543,14.3662
52.494,13.354,52.462,13.326
