52.507,13.302,132
52.507,13.302,132
52.521,13.414,206
52.519,13.3,87
52.509,13.272,90
52.517,13.454,176
52.517,13.454,176
52.523,13.411,206
52.354,13.307,54
52.354,13.307,54
52.504,13.447,55
52.518,13.412,206
52.517,13.409,26
52.565,13.394,133
52.498,13.297,162
52.372,13.136,205
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.43,13.427,196
52.554,13.293,40
52.54,13.296,79
52.526,13.341,22
52.47,13.33,15
52.59,13.285,39
52.495,13.331,24
52.515,13.475,20
52.471,13.385,97
52.501,13.314,152
52.502,13.322,58
52.503,13.339,134
52.51,13.385,43
52.51,13.385,43
52.517,13.377,66
52.529,13.411,93
52.529,13.411,93
52.589,13.285,39
52.589,13.285,39
52.522,13.415,206
52.494,13.31,198
52.554,13.293,40
52.511,13.417,171
52.502,13.343,104
52.502,13.343,104
52.498,13.362,151
52.517,13.441,166
52.53,13.401,105
52.541,13.369,85
52.503,13.34,134
52.548,13.413,160
52.548,13.413,160
52.499,13.308,146
52.499,13.308,146
52.517,13.394,71
52.517,13.394,71
52.517,13.355,144
52.514,13.349,29
52.498,13.363,151
52.498,13.363,151
52.509,13.376,112
52.511,13.384,43
52.508,13.39,197
52.508,13.39,197
52.542,13.296,79
52.542,13.296,79
52.522,13.376,115
52.517,13.409,26
52.52,13.415,206
52.52,13.415,206
52.508,13.39,197
52.511,13.384,43
52.511,13.384,43
52.514,13.35,29
52.509,13.375,112
52.509,13.375,112
52.515,13.419,76
52.525,13.369,3
52.525,13.421,184
52.524,13.411,206
52.524,13.411,206
52.463,13.339,88
52.463,13.339,88
52.497,13.308,146
52.507,13.302,132
52.517,13.355,144
52.521,13.414,206
52.521,13.414,206
52.523,13.417,206
52.489,13.345,46
52.512,13.322,38
52.511,13.395,60
52.517,13.441,166
52.456,13.371,11
52.456,13.371,11
52.502,13.418,59
52.502,13.418,59
52.489,13.299,78
52.506,13.303,132
52.493,13.331,24
52.493,13.293,47
52.503,13.469,195
52.502,13.478,141
52.502,13.478,141
52.517,13.455,176
52.493,13.388,9
52.526,13.341,22
52.505,13.614,117
52.511,13.384,43
52.511,13.384,43
52.497,13.362,151
52.513,13.377,33
52.506,13.332,109
52.502,13.344,104
52.506,13.452,121
52.515,13.42,76
52.514,13.336,174
52.372,13.136,205
52.394,13.084,75
52.394,13.084,75
52.506,13.352,70
52.506,13.352,70
52.503,13.341,134
52.518,13.411,206
52.517,13.386,187
52.518,13.376,66
52.53,13.405,149
52.52,13.299,87
52.522,13.414,206
52.503,13.34,134
52.499,13.362,151
52.555,13.29,84
52.517,13.377,66
52.541,13.37,85
52.521,13.387,37
52.499,13.306,146
52.513,13.281,185
52.502,13.277,136
52.506,13.333,109
52.505,13.317,192
52.5,13.308,146
52.494,13.324,114
52.499,13.418,89
52.498,13.361,151
52.517,13.355,144
52.517,13.355,144
52.542,13.369,85
52.47,13.33,15
52.501,13.442,92
52.517,13.439,166
52.51,13.377,112
52.532,13.381,204
52.464,13.318,142
52.541,13.296,79
52.506,13.352,70
52.506,13.352,70
52.502,13.277,136
52.479,13.344,103
52.529,13.306,14
52.507,13.451,121
52.496,13.331,24
52.491,13.331,24
52.517,13.541,57
52.509,13.273,90
52.51,13.38,27
52.51,13.388,197
52.511,13.395,60
52.511,13.395,60
52.503,13.365,175
52.479,13.345,103
52.479,13.345,103
52.479,13.345,103
52.502,13.277,136
52.502,13.277,136
52.452,13.452,35
52.452,13.452,35
52.501,13.331,143
52.513,13.321,38
52.512,13.314,6
52.508,13.309,126
52.509,13.326,153
52.47,13.331,15
52.426,13.546,10
52.507,13.451,121
52.509,13.326,153
52.522,13.38,115
52.562,13.33,179
52.522,13.377,115
52.506,13.332,109
52.514,13.336,174
52.509,13.323,202
52.509,13.323,202
52.459,13.58,108
52.547,13.413,160
52.54,13.412,63
52.563,13.329,179
52.546,13.359,68
52.546,13.359,68
52.504,13.339,134
52.509,13.39,197
52.509,13.39,197
52.51,13.381,27
52.51,13.381,27
52.51,13.416,171
52.521,13.372,183
52.521,13.372,183
52.501,13.313,152
52.502,13.478,141
52.523,13.408,154
52.514,13.336,174
52.506,13.307,126
52.511,13.415,171
52.511,13.396,60
52.492,13.458,163
52.459,13.457,139
52.519,13.401,77
52.522,13.415,206
52.525,13.42,184
52.493,13.388,9
52.495,13.335,31
52.495,13.335,31
52.494,13.325,114
52.494,13.325,114
52.511,13.435,94
52.511,13.435,94
52.511,13.435,94
52.511,13.434,94
52.511,13.435,94
52.511,13.435,94
52.511,13.435,94
52.501,13.346,16
52.499,13.362,151
52.523,13.38,115
52.523,13.38,115
52.426,13.546,10
52.46,13.457,139
52.478,13.344,103
52.489,13.345,46
52.519,13.386,37
52.512,13.418,171
52.392,13.222,106
52.392,13.222,106
52.492,13.459,163
52.523,13.434,67
52.489,13.298,78
52.497,13.332,24
52.502,13.343,104
52.499,13.372,41
52.493,13.526,125
52.493,13.526,125
52.511,13.394,60
52.514,13.348,29
52.514,13.348,29
52.51,13.381,27
52.512,13.417,171
52.528,13.41,93
52.53,13.411,93
52.521,13.372,183
52.5,13.478,141
52.548,13.298,101
52.548,13.298,101
52.505,13.33,109
52.502,13.322,58
52.522,13.378,115
52.518,13.43,147
52.51,13.379,27
52.547,13.358,68
52.543,13.366,172
52.543,13.366,172
52.524,13.419,184
52.498,13.307,146
52.498,13.307,146
52.541,13.413,63
52.548,13.413,160
52.548,13.413,160
52.502,13.341,134
52.492,13.457,163
52.517,13.441,166
52.448,13.379,64
52.507,13.451,121
52.496,13.331,24
52.491,13.331,24
52.567,13.311,17
52.392,13.221,106
52.52,13.401,77
52.511,13.416,171
52.438,13.263,98
52.438,13.263,98
52.494,13.324,114
52.525,13.367,3
52.525,13.367,3
52.521,13.411,206
52.526,13.421,184
52.493,13.331,24
52.493,13.331,24
52.499,13.335,118
52.499,13.335,118
52.517,13.409,26
52.52,13.387,37
52.511,13.384,43
52.509,13.375,112
52.493,13.388,9
52.493,13.388,9
52.553,13.292,40
52.439,13.263,98
52.439,13.263,98
52.546,13.359,68
52.546,13.359,68
52.565,13.328,122
52.565,13.328,122
52.521,13.413,206
52.525,13.369,3
52.525,13.369,3
52.525,13.369,3
52.502,13.376,140
52.507,13.398,74
52.371,13.136,205
52.461,13.416,190
52.472,13.385,97
52.491,13.314,83
52.51,13.386,43
52.511,13.402,138
52.509,13.376,112
52.509,13.376,112
52.463,13.444,81
52.472,13.368,193
52.499,13.335,118
52.499,13.335,118
52.499,13.416,89
