UserID,Latitude,Longitude,ClusterID
16dfe5fcc69b5066b2a20810173993cd9108601ecd4f789fdb83c9580d5b1cd2,52.564,13.426,0
16dfe5fcc69b5066b2a20810173993cd9108601ecd4f789fdb83c9580d5b1cd2,52.569,13.404,0
16dfe5fcc69b5066b2a20810173993cd9108601ecd4f789fdb83c9580d5b1cd2,52.499,13.3,0
16dfe5fcc69b5066b2a20810173993cd9108601ecd4f789fdb83c9580d5b1cd2,52.502,13.319,0
16dfe5fcc69b5066b2a20810173993cd9108601ecd4f789fdb83c9580d5b1cd2,52.498,13.297,162
49e834ce8cf735e9c56c6c21b34051620460817607f76e8f401a6ef3615b9c1e,52.369,13.131,0
49e834ce8cf735e9c56c6c21b34051620460817607f76e8f401a6ef3615b9c1e,52.372,13.136,205
49e834ce8cf735e9c56c6c21b34051620460817607f76e8f401a6ef3615b9c1e,52.495,13.268,0
49e834ce8cf735e9c56c6c21b34051620460817607f76e8f401a6ef3615b9c1e,52.512,13.312,0
49e834ce8cf735e9c56c6c21b34051620460817607f76e8f401a6ef3615b9c1e,52.301,12.984,0
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.412,13.505,0
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.448,13.402,0
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.44,13.396,0
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.43,13.427,196
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.432,13.412,0
030d6b9d7d1d3c18e4fd8150575280ec310c3d9541ab1069b07f51a2e208571c,52.441,13.422,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.879,12.571,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.879,12.571,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.876,12.472,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.876,12.472,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.865,12.492,0
186e30682a04af29bf6bf58cf933fbca612fd7a88580f921b2630780dcc53902,52.865,12.492,0
b0ccb337f457605204804c499e948ea555066cdcf4990f7e71354e2df6dbb085,52.547,13.382,0
b0ccb337f457605204804c499e948ea555066cdcf4990f7e71354e2df6dbb085,52.54,13.512,0
b0ccb337f457605204804c499e948ea555066cdcf4990f7e71354e2df6dbb085,52.566,13.477,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.514,13.413,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.495,13.464,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.518,13.403,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.526,13.323,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.535,13.309,0
0600eccbb119fa225b4cb87d425baa5e13a637fa5cfd1a3123f34af1f9ad11af,52.527,13.374,0
f374c87ff75b91a6eb66e314a36a5acc4f98872cd70fe60dee1b460d99f3d380,52.529,13.346,0
f374c87ff75b91a6eb66e314a36a5acc4f98872cd70fe60dee1b460d99f3d380,52.536,13.352,0
f374c87ff75b91a6eb66e314a36a5acc4f98872cd70fe60dee1b460d99f3d380,52.554,13.47,0
f374c87ff75b91a6eb66e314a36a5acc4f98872cd70fe60dee1b460d99f3d380,52.553,13.479,0
f374c87ff75b91a6eb66e314a36a5acc4f98872cd70fe60dee1b460d99f3d380,52.536,13.474,0
ec552b19c0e9a73d0af80eb7e9c181e399bca9cb7e5418edab1f14420e99190a,52.554,13.293,40
ec552b19c0e9a73d0af80eb7e9c181e399bca9cb7e5418edab1f14420e99190a,52.47,13.379,0
ec552b19c0e9a73d0af80eb7e9c181e399bca9cb7e5418edab1f14420e99190a,52.429,13.527,0
ec552b19c0e9a73d0af80eb7e9c181e399bca9cb7e5418edab1f14420e99190a,52.46,13.437,0
ec552b19c0e9a73d0af80eb7e9c181e399bca9cb7e5418edab1f14420e99190a,52.54,13.296,79
a066d59936a42b890d9f2e82a0c24f65649c4b53fa42f610c7c174d4395d0cd9,52.568,13.211,0
a066d59936a42b890d9f2e82a0c24f65649c4b53fa42f610c7c174d4395d0cd9,52.618,13.242,0
a066d59936a42b890d9f2e82a0c24f65649c4b53fa42f610c7c174d4395d0cd9,52.65,13.196,0
a066d59936a42b890d9f2e82a0c24f65649c4b53fa42f610c7c174d4395d0cd9,52.624,13.204,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.515,13.393,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.513,13.386,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.512,13.385,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.509,13.424,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.499,13.428,0
56409208d4904c0ef59528af2df9bf3b915a6505bc8f72f8060746bd367d067e,52.499,13.428,0
a199c6b8d4be78bec398b0eb379919b8d112e20c5d6326f285db143e94695adf,52.637,13.213,0
a199c6b8d4be78bec398b0eb379919b8d112e20c5d6326f285db143e94695adf,52.637,13.213,0
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.445,13.373,0
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.451,13.337,0
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.462,13.325,0
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.526,13.341,22
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.53,13.312,0
66e2e5c9c44b5b7bef3fdc0dfcfd78b9bfd1a993dbbcc5cfaf2686fc1c963bd9,52.507,13.311,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.494,13.461,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.485,13.463,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.467,13.49,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.437,13.539,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.432,13.539,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.432,13.539,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.445,13.522,0
61ce8614eae0c4416d31fcb1a985af88efc4bbb239adf767b1473f1b1c4f2fe1,52.476,13.472,0
8f7bcbc8959bbf1e4f2b15d2edd6270706739cf0295abec9223f9029332c0e59,52.423,13.268,0
8f7bcbc8959bbf1e4f2b15d2edd6270706739cf0295abec9223f9029332c0e59,52.426,13.277,0
bac46d10fd431b47de08f22d762bc8c9f401e0d7ba3ff753fbaa71ef6c4a37db,52.548,13.357,0
bac46d10fd431b47de08f22d762bc8c9f401e0d7ba3ff753fbaa71ef6c4a37db,52.548,13.357,0
bac46d10fd431b47de08f22d762bc8c9f401e0d7ba3ff753fbaa71ef6c4a37db,52.533,13.345,0
bac46d10fd431b47de08f22d762bc8c9f401e0d7ba3ff753fbaa71ef6c4a37db,52.474,13.36,0
bac46d10fd431b47de08f22d762bc8c9f401e0d7ba3ff753fbaa71ef6c4a37db,52.465,13.351,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.39,13.513,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.399,13.544,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.45,13.505,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.477,13.319,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.482,13.31,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.513,13.199,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.534,13.041,0
22533ede205413b23788b3d6cf2adf585f8985039b914aa947db066a80bea70a,52.61,12.859,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.486,13.466,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.463,13.492,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.462,13.481,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.462,13.481,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.467,13.485,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.488,13.455,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.488,13.455,0
a5a20310a7608363e6087858507965a1433ecdf68cbf260235111cf13de64a92,52.477,13.471,0
4f1b7472281da421e25f0513f9d810e38613f638df51986e773be69936d99928,52.47,13.33,15
37be064d1619e2954fcc8ad10f154357e9cb78145426412f79bbcfba4e22bcb7,52.59,13.285,39
2b31ed9c694e8c93f8e17e6630bb75500246756eb75f51f42a4c771c409ee7e6,52.422,13.812,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.574,13.314,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.575,13.333,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.575,13.333,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.561,13.365,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.542,13.335,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.535,13.305,0
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.495,13.331,24
cc8ccf2ef6ecb480a05e184e65d51e794d318d6b95d90ada1268d036f6ad95ac,52.569,13.361,0
93a1dcb88b9abcd731a8ba540c74a0cf6cf3c77c79deb614805f68236d7edd19,52.485,13.372,0
93a1dcb88b9abcd731a8ba540c74a0cf6cf3c77c79deb614805f68236d7edd19,52.485,13.372,0
93a1dcb88b9abcd731a8ba540c74a0cf6cf3c77c79deb614805f68236d7edd19,52.508,13.373,0
93a1dcb88b9abcd731a8ba540c74a0cf6cf3c77c79deb614805f68236d7edd19,52.493,13.371,0
3c223b20f993d98211074cb0f91e4d2c93dcc1ef818b95baed4a79b64c64e386,52.515,13.475,20
3c223b20f993d98211074cb0f91e4d2c93dcc1ef818b95baed4a79b64c64e386,52.465,13.4,0
3c223b20f993d98211074cb0f91e4d2c93dcc1ef818b95baed4a79b64c64e386,52.471,13.385,97
5ffa53a822e436850d8a9e3107de4fa28df1bbe4d61400f59817845106ae5bec,52.501,13.314,152
5ffa53a822e436850d8a9e3107de4fa28df1bbe4d61400f59817845106ae5bec,52.502,13.322,58
5ffa53a822e436850d8a9e3107de4fa28df1bbe4d61400f59817845106ae5bec,52.503,13.339,134
5ffa53a822e436850d8a9e3107de4fa28df1bbe4d61400f59817845106ae5bec,52.506,13.317,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.692,13.277,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.645,13.3,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.589,13.438,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.556,13.44,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.546,13.468,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.513,13.486,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.512,13.494,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.509,13.558,0
14bd2b0529a7cb3719256e559f8d9bed0d53d587cc2e31f209bf14de4e90ffb7,52.461,13.749,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.418,13.438,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.217,13.466,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.217,13.466,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.214,13.447,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.214,13.447,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.451,13.34,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.451,13.34,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.434,13.501,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.424,13.464,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.424,13.464,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.429,13.442,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.429,13.442,0
27a44ee5485066fa972c5fab77e171ab088943a9e77dc4127de36caf5e04c6e5,52.42,13.451,0
e81a03c3c848e59b8e8bc0ebae1457e2b50e58c5829507460056c49ecff2eded,52.51,13.385,43
e81a03c3c848e59b8e8bc0ebae1457e2b50e58c5829507460056c49ecff2eded,52.51,13.385,43
e81a03c3c848e59b8e8bc0ebae1457e2b50e58c5829507460056c49ecff2eded,52.517,13.377,66
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.552,13.367,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.576,13.32,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.58,13.302,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.576,13.331,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.556,13.308,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.556,13.308,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.55,13.313,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.561,13.325,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.561,13.325,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.587,13.334,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.587,13.334,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.534,13.281,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.527,13.217,0
2a405c1f0ac36e9ec5535e0897d32312cf15d8721f0b1fe3ee022deb2ce1bbab,52.537,13.271,0
cef96cf0b8e0e5d0c8853c5cad67701d0afa7dc5e1068ec77468d2be8acd4dc0,52.529,13.411,93
cef96cf0b8e0e5d0c8853c5cad67701d0afa7dc5e1068ec77468d2be8acd4dc0,52.529,13.411,93
894b4ae3b74ceb3c31759b53f54b75523d74d04729c92f65a945009c72ff3103,52.589,13.285,39
894b4ae3b74ceb3c31759b53f54b75523d74d04729c92f65a945009c72ff3103,52.589,13.285,39
894b4ae3b74ceb3c31759b53f54b75523d74d04729c92f65a945009c72ff3103,52.631,13.281,0
aea7c3653d5ea920661c325d9fc59b7291a0d91b86153a63806d4e2d83ce06bc,52.534,13.648,0
