ffebb66f3145770afe6a4e14a309566da990af06c1bade9db9f151386ac80fb1,0,3
ffc9f41cd1848a5bcd4aa4bf98e6b4085ddaf5d65fd5c3c9c248806b6b4a7c83,0,1
ff7981f32e8bec5c0da8d1dda866b381abe31b9e9bd4f2a328fa8285f5716454,1,6
ff7936d8abfa0e513ceb9dc3909589e8c52cfcf7651f71d96555e43ef2f3da81,0,1
ff6de5187ee2f658703147d41079d9c1666ba55be028a2317af603c469908d5a,2,4
ff153e06e293deff974336f7b9a3bce6b7fc2e5ca333aff217a7afdadf65c2f9,1,5
fe9aaf8e9ec3bbddb0b8230ff0096fe1eb200ed9dcf8b35596741cd9b4964f03,0,4
fe91184ee5335a417eeeba64a4314c845f6bb4551db6db18385da8eff716b758,0,1
fe42d9d761beed456fed510b96d12b20946ab288c7a706c92cee393388ce452f,1,4
fe1579403e4781814262ee0e6e5908631b36d075e4da54c3911fcfb2ed9ca2fd,1,2
fdec55735b3c421f24a45a66e3b68f6f0cbdeb9a353220f12d79096398f5b3a4,2,0
fde833dbe2b3bc4ebc06a7efed64248209bda1aa0984deb529218af7a855327c,0,1
fdce4166ccef420004d3f2e7168c296fbc3b7206ecd514491a1ee6edb30540d2,3,0
fdbb4543ec5c2c293f5481381dfcf56f9daf284c8ecb20e3fd85cef53729fc52,0,2
fd80603c4954360831ae138c064c0f31552ed8836ba0637349d7d6029605607f,0,1
fd6bbb5f1c51db8514ae498a3a960ccd2c543eb685e6d07a058d0165153346cc,3,6
fd5eb7b5f64c533578ed4529ef38152585dc8ecfdc95f8f057ec74ead5584f53,0,3
fd29e35b4dd05e4efcdf0b4db5ef339a400f23c0fd35da958b19b14d4a54b3f1,2,5
fd198555a6439a5c6424aeb72309085256aaa074840dd135c1303a1d3d409d9f,2,5
fcebb7a6bd1f29950ba447f96a8bc10530e2e3b053e67032b8f31114999d3584,0,3
fcd8e838d5e6100e2cb6dc67e39599fab424f34c529119c0fdb32b839ba6d297,1,4
fcd6b1799aed2af96e48b86938ac006c1d5e29532349a4f18d8938b641185288,0,1
fcd251f0dc7140118d205c0d73f4f7bb6d1b209c7cfba03d84c27a6502219660,2,4
fc6fa63adbf4d2dc68d429072e21e9a86f8417e7b4dabf54258f473155c9a9f8,0,2
fbf0afe11ce406a062b1bfe2f6eeddcaa272e11c226ed3447a20d63838e1e2bf,0,1
fbeef49423ec2325dba67cb955878665ad23b8faf00f12201722bb4a1fdbdd27,2,1
fbed925fc6f1b21f776172920ba23ff01f66827a526db7b4dd8e674a58b7133b,0,1
fbdb749a0ad800a257de139f4b6a49d29efe2cdf6fd92b71057173c885dccdbc,0,2
fbb688539715421e5c5f62e249ca0eb42e90012a9f9e075802435b7f5d1ca3a5,2,2
fb3d9deeb651599f4ea73530caa092fed1a19b4b217a45baf25f591a839610b5,1,6
fb207277b8b9e523eb4c281c2a5f10be001b89ecaa9a72658b6694553adb4726,0,3
